id,ax,ay,az
12107,16.592,-15.616,1063.352
12108,16.592,-14.152,1062.864
12109,20.008,-16.104,1061.888
12110,15.128,-17.568,1061.888
12111,15.616,-17.08,1058.96
12112,12.2,-16.104,1059.448
12113,11.712,-16.592,1060.424
12114,12.2,-15.616,1060.424
12115,13.176,-12.2,1058.472
12116,13.176,-15.128,1061.4
12117,9.76,-13.664,1062.864
12118,13.176,-17.08,1065.792
12119,9.272,-12.688,1061.888
12120,11.712,-13.664,1066.768
12121,10.736,-13.664,1063.352
12122,7.808,-13.664,1063.352
12123,7.808,-13.176,1066.28
12124,6.832,-14.152,1065.304
12125,12.2,-17.568,1064.328
12126,9.272,-14.64,1065.304
12127,11.712,-12.688,1060.912
12128,10.736,-17.568,1058.96
12129,10.248,-11.712,1057.984
12130,12.2,-15.616,1055.544
12131,12.2,-13.176,1055.056
12132,11.712,-13.664,1055.544
12133,8.296,-16.592,1052.616
12134,10.736,-14.152,1053.104
12135,10.736,-12.688,1057.984
12136,13.664,-18.056,1055.056
12137,15.128,-14.64,1058.472
12138,15.616,-14.152,1058.472
12139,11.712,-15.616,1063.84
12140,14.152,-13.176,1063.84
12141,15.128,-13.176,1062.376
12142,15.128,-14.64,1066.28
12143,13.176,-12.2,1063.352
12144,12.2,-13.664,1061.4
12145,13.664,-16.104,1060.912
12146,16.104,-15.128,1060.424
12147,14.64,-17.08,1057.008
12148,12.688,-10.736,1060.912
12149,13.176,-11.224,1057.496
12150,14.64,-11.712,1058.472
12151,14.152,-14.64,1060.424
12152,12.688,-12.2,1055.056
12153,13.664,-14.64,1057.008
12154,13.176,-14.64,1057.008
12155,15.616,-12.2,1058.472
12156,16.104,-14.152,1059.448
12157,13.176,-15.128,1060.424
12158,16.104,-14.64,1061.888
12159,11.712,-16.592,1061.4
12160,15.128,-15.616,1063.84
12161,13.664,-15.128,1064.816
12162,11.712,-16.592,1064.816
12163,9.76,-17.08,1065.304
12164,13.176,-17.568,1067.744
12165,12.688,-13.664,1064.328
12166,13.176,-15.616,1060.912
12167,10.736,-17.08,1059.936
12168,9.76,-20.984,1066.768
12169,12.2,-17.08,1064.816
12170,8.784,-13.664,1059.936
12171,10.736,-13.176,1059.448
12172,12.688,-15.128,1057.008
12173,10.736,-14.64,1057.984
12174,15.128,-15.128,1058.472
12175,12.688,-15.128,1058.96
12176,16.592,-16.592,1064.816
12177,16.592,-17.08,1063.84
12178,17.08,-18.544,1065.792
12179,18.056,-16.592,1062.376
12180,12.688,-14.152,1067.256
12181,12.688,-16.104,1067.744
12182,13.664,-16.592,1068.232
12183,16.104,-18.544,1064.816
12184,13.176,-14.64,1063.84
12185,15.128,-19.032,1066.28
12186,16.104,-18.544,1063.352
12187,15.616,-20.496,1062.864
12188,13.176,-14.64,1063.352
12189,18.056,-14.152,1060.912
12190,13.664,-13.176,1062.864
12191,13.176,-13.176,1065.792
12192,12.688,-13.176,1061.4
12193,13.664,-17.08,1062.376
12194,15.616,-15.128,1063.352
12195,13.664,-13.664,1057.496
12196,12.2,-14.152,1061.888
12197,14.152,-15.616,1063.84
12198,10.736,-13.664,1062.864
12199,15.128,-16.592,1066.28
12200,11.712,-11.712,1059.936
12201,13.176,-16.104,1064.328
12202,9.76,-15.128,1061.4
12203,12.2,-16.592,1061.888
12204,10.736,-16.104,1062.864
12205,12.688,-15.616,1061.888
12206,12.688,-16.592,1059.936
12207,13.176,-18.544,1063.84
12208,9.76,-16.592,1062.864
12209,10.736,-17.568,1061.4
12210,9.272,-15.128,1059.936
12211,8.296,-16.592,1057.496
12212,13.176,-15.616,1060.424
12213,13.176,-17.08,1056.52
12214,11.712,-16.592,1056.52
12215,13.176,-19.52,1058.472
12216,12.2,-20.496,1058.96
12217,13.664,-16.592,1062.864
12218,16.592,-18.544,1062.864
12219,15.128,-19.032,1061.888
12220,16.592,-18.056,1059.448
12221,15.616,-19.032,1061.888
12222,15.128,-18.544,1061.4
12223,17.08,-15.128,1061.4
12224,13.664,-15.616,1065.304
12225,16.592,-19.52,1067.256
12226,17.568,-13.664,1060.912
12227,10.736,-16.104,1060.912
12228,17.08,-19.52,1063.352
12229,18.056,-14.152,1062.376
12230,14.152,-13.664,1057.008
12231,16.592,-11.712,1060.912
12232,17.568,-14.64,1058.96
12233,15.616,-13.664,1057.496
12234,14.152,-18.056,1059.936
12235,15.128,-13.176,1060.912
12236,16.104,-12.2,1057.496
12237,16.592,-16.592,1058.96
12238,17.568,-18.056,1062.376
12239,14.152,-16.592,1063.352
12240,12.2,-17.08,1061.888
12241,8.296,-16.104,1060.912
12242,11.224,-16.592,1063.84
12243,12.688,-18.056,1062.376
12244,11.224,-16.592,1063.352
12245,12.2,-17.568,1060.912
12246,12.688,-15.128,1062.376
12247,7.32,-17.568,1061.4
12248,11.712,-16.104,1061.4
12249,10.248,-18.056,1060.424
12250,12.688,-15.616,1058.96
12251,13.176,-14.152,1054.568
12252,13.176,-16.592,1055.056
12253,10.248,-13.176,1057.984
12254,12.2,-14.64,1062.864
12255,9.76,-19.032,1059.448
12256,11.224,-13.176,1061.888
12257,15.128,-19.032,1061.4
12258,11.224,-12.2,1062.864
12259,14.152,-16.592,1060.912
12260,13.176,-16.592,1062.864
12261,11.712,-17.08,1067.256
12262,13.176,-19.52,1068.72
12263,17.08,-18.056,1066.768
12264,14.152,-18.056,1066.768
12265,14.152,-19.032,1066.28
12266,16.104,-18.056,1066.28
12267,14.64,-15.616,1063.352
12268,17.08,-18.056,1062.376
12269,17.08,-15.616,1059.936
12270,14.64,-16.104,1058.96
12271,15.616,-13.664,1058.472
12272,14.152,-15.128,1059.448
12273,13.664,-18.544,1062.376
12274,14.64,-16.592,1063.84
12275,15.616,-18.056,1067.744
12276,12.688,-19.032,1065.304
12277,15.616,-19.52,1062.864
12278,13.176,-14.64,1062.864
12279,11.712,-20.984,1061.4
12280,12.688,-15.616,1062.864
12281,13.176,-13.176,1060.424
12282,12.688,-18.056,1061.888
12283,10.736,-17.08,1061.888
12284,12.2,-18.544,1065.792
12285,12.688,-17.08,1063.84
12286,11.224,-18.056,1063.84
12287,12.688,-17.568,1059.936
12288,10.736,-15.128,1060.424
12289,11.712,-15.128,1063.84
12290,12.2,-20.496,1057.008
12291,10.248,-16.592,1061.4
12292,11.224,-18.056,1060.424
12293,13.664,-15.128,1060.424
12294,11.712,-16.592,1056.52
12295,9.272,-15.616,1061.888
12296,10.248,-16.592,1062.864
12297,12.2,-17.568,1064.816
12298,11.224,-17.568,1066.28
12299,13.176,-13.664,1065.304
12300,9.76,-14.152,1063.84
12301,15.616,-16.104,1064.816
12302,15.128,-14.64,1059.936
12303,15.128,-14.152,1061.888
12304,14.152,-14.152,1062.864
12305,16.104,-13.664,1068.232
12306,12.688,-18.544,1065.304
12307,14.152,-17.08,1057.984
12308,15.128,-12.688,1061.4
12309,14.152,-19.52,1062.376
12310,14.64,-15.128,1061.4
12311,16.592,-12.2,1060.912
12312,19.52,-16.104,1063.84
12313,18.544,-15.128,1060.912
12314,16.104,-18.056,1059.936
12315,14.64,-16.104,1061.4
12316,16.104,-16.592,1059.936
12317,17.568,-18.056,1064.816
12318,13.664,-15.616,1066.768
12319,9.76,-15.128,1063.84
12320,12.2,-19.032,1066.768
12321,14.152,-14.152,1067.256
12322,11.712,-17.08,1066.28
12323,10.736,-19.032,1065.792
12324,11.224,-17.568,1065.304
12325,13.664,-11.224,1060.424
12326,11.224,-15.128,1062.376
12327,9.272,-18.544,1056.52
12328,8.296,-16.592,1060.424
12329,9.76,-17.568,1057.008
12330,12.2,-15.616,1059.448
12331,11.712,-18.056,1057.008
12332,8.784,-18.056,1061.4
12333,9.272,-19.032,1065.304
12334,9.76,-17.08,1059.936
12335,13.664,-18.544,1063.84
12336,12.2,-17.568,1064.816
12337,13.176,-19.52,1059.936
12338,11.712,-18.544,1061.4
12339,15.128,-18.056,1064.328
12340,12.2,-20.496,1067.256
12341,12.2,-15.128,1065.792
12342,11.712,-17.568,1067.744
12343,14.152,-15.616,1070.184
12344,13.664,-15.616,1067.744
12345,14.64,-18.056,1064.816
12346,15.616,-20.008,1059.936
12347,16.592,-16.104,1063.352
12348,11.224,-16.592,1060.912
12349,14.152,-16.592,1060.424
12350,18.544,-16.104,1060.912
12351,16.104,-18.544,1060.424
12352,17.08,-18.544,1058.96
12353,13.664,-18.544,1060.424
12354,16.104,-16.104,1060.424
12355,14.152,-11.712,1062.864
12356,17.08,-19.032,1059.936
12357,8.296,-19.032,1059.936
12358,14.152,-15.128,1058.96
12359,14.64,-16.104,1065.304
12360,14.64,-18.544,1068.72
12361,15.128,-13.176,1065.304
12362,12.688,-15.616,1069.696
12363,10.736,-13.176,1063.84
12364,14.64,-15.128,1065.304
12365,12.2,-12.688,1065.304
12366,9.76,-14.152,1061.888
12367,12.688,-15.616,1064.816
12368,11.712,-18.056,1066.28
12369,14.152,-16.104,1059.936
12370,11.712,-16.592,1058.96
12371,12.688,-18.056,1062.864
12372,9.76,-19.032,1059.936
12373,8.784,-19.032,1058.96
12374,10.736,-15.128,1060.424
12375,12.2,-16.104,1064.816
12376,11.712,-17.568,1063.352
12377,11.712,-16.592,1060.912
12378,15.128,-20.496,1056.52
12379,16.592,-15.616,1063.352
12380,11.712,-17.568,1064.816
12381,10.736,-16.592,1069.696
12382,13.176,-15.616,1061.888
12383,15.128,-19.032,1065.304
12384,12.688,-12.2,1065.792
12385,13.664,-15.616,1070.184
12386,14.152,-14.152,1065.792
12387,15.128,-17.568,1064.328
12388,14.64,-16.104,1066.28
12389,11.712,-16.104,1063.352
12390,14.152,-13.176,1061.4
12391,15.128,-13.664,1061.888
12392,14.152,-11.712,1060.424
12393,12.688,-11.712,1061.888
12394,13.176,-19.032,1059.936
12395,15.128,-18.544,1059.448
12396,13.176,-19.032,1053.592
12397,15.616,-17.568,1056.032
12398,13.664,-16.592,1059.448
12399,10.736,-14.152,1060.424
12400,12.688,-15.616,1057.008
12401,13.664,-17.08,1062.864
12402,13.664,-16.592,1066.28
12403,13.664,-18.056,1067.744
12404,10.248,-16.592,1060.912
12405,13.176,-16.592,1063.352
12406,14.152,-16.592,1069.696
12407,11.712,-14.64,1068.232
12408,11.224,-17.568,1066.28
12409,13.176,-17.568,1064.328
12410,9.76,-18.056,1062.864
12411,8.784,-16.104,1061.888
12412,13.664,-19.032,1057.008
12413,10.736,-17.08,1059.448
12414,12.2,-16.592,1059.448
12415,14.64,-18.056,1059.448
12416,13.664,-17.568,1059.936
12417,14.64,-18.056,1060.912
12418,13.664,-15.128,1063.352
12419,10.248,-15.128,1065.304
12420,14.64,-17.08,1069.696
12421,16.592,-14.152,1063.352
12422,16.592,-17.568,1065.792
12423,14.152,-15.616,1068.72
12424,18.056,-17.08,1065.304
12425,15.616,-18.056,1068.72
12426,17.08,-15.128,1071.16
12427,13.664,-15.616,1070.672
12428,15.616,-17.08,1068.72
12429,13.664,-19.52,1059.936
12430,14.152,-15.616,1059.448
12431,16.592,-15.128,1061.888
12432,16.104,-14.64,1057.984
12433,13.664,-15.128,1057.496
12434,18.056,-15.616,1057.984
12435,12.688,-12.2,1059.936
12436,12.688,-16.592,1059.448
12437,12.688,-16.104,1065.792
12438,14.152,-17.08,1065.304
12439,12.2,-15.616,1066.28
12440,8.784,-18.544,1069.208
12441,8.784,-17.568,1066.768
12442,7.808,-16.592,1065.792
12443,10.736,-15.616,1069.696
12444,12.2,-16.104,1067.744
12445,13.176,-16.104,1067.744
12446,11.712,-20.008,1061.4
12447,11.224,-17.08,1059.936
12448,11.712,-16.104,1064.816
12449,9.76,-14.152,1057.984
12450,11.712,-17.08,1057.496
12451,6.832,-20.984,1055.544
12452,11.224,-13.176,1052.616
12453,8.296,-19.032,1054.568
12454,7.32,-16.104,1057.008
12455,12.2,-15.128,1060.912
12456,7.32,-16.104,1056.52
12457,11.224,-17.08,1062.864
12458,11.224,-16.104,1064.328
12459,13.176,-16.104,1063.352
12460,16.104,-17.568,1067.256
12461,13.664,-14.64,1070.184
12462,14.152,-15.616,1068.232
12463,9.76,-15.128,1068.232
12464,12.2,-14.64,1068.232
12465,13.664,-18.544,1070.184
12466,18.056,-19.032,1064.328
12467,14.64,-17.08,1065.792
12468,15.616,-19.52,1062.376
12469,14.64,-14.64,1058.96
12470,17.08,-15.616,1059.936
12471,15.616,-15.616,1056.032
12472,15.128,-19.52,1053.104
12473,13.664,-16.104,1054.568
12474,13.664,-16.104,1054.08
12475,15.128,-17.568,1057.008
12476,16.104,-13.664,1061.888
12477,14.152,-16.104,1061.4
12478,11.224,-17.08,1061.888
12479,12.2,-16.104,1071.648
12480,15.128,-15.616,1068.232
12481,17.568,-16.592,1068.72
12482,17.08,-16.104,1070.184
12483,13.176,-17.568,1067.744
12484,13.664,-21.96,1068.72
12485,10.736,-19.52,1067.744
12486,9.272,-21.472,1066.768
12487,10.736,-18.056,1069.696
12488,14.152,-18.056,1065.792
12489,9.272,-19.52,1066.28
12490,10.248,-23.912,1064.328
12491,9.76,-19.52,1058.472
12492,13.664,-17.08,1060.912
12493,14.152,-14.64,1055.056
12494,17.568,-21.96,1057.984
12495,10.736,-18.056,1058.96
12496,12.2,-19.032,1058.96
12497,11.224,-18.056,1065.304
12498,14.152,-22.448,1065.792
12499,14.152,-17.08,1068.232
12500,10.736,-17.08,1065.792
12501,15.616,-23.424,1061.4
12502,15.616,-19.032,1066.768
12503,13.176,-18.544,1065.304
12504,10.736,-18.544,1066.28
12505,14.152,-17.568,1069.208
12506,13.664,-16.592,1069.208
12507,14.152,-17.568,1070.672
12508,13.176,-18.544,1067.744
12509,13.664,-17.568,1063.84
12510,14.64,-15.128,1065.304
12511,13.176,-18.056,1066.28
12512,15.616,-17.568,1060.912
12513,14.64,-16.104,1058.96
12514,12.2,-15.616,1061.4
12515,11.712,-16.592,1060.912
12516,11.712,-18.544,1062.376
12517,12.2,-17.08,1060.912
12518,11.712,-16.592,1065.304
12519,14.64,-17.08,1066.28
12520,12.2,-19.032,1065.304
12521,13.176,-16.104,1063.352
12522,12.2,-15.128,1065.792
12523,12.2,-13.664,1066.768
12524,13.176,-18.544,1066.28
12525,12.688,-18.056,1071.648
12526,12.688,-15.616,1066.28
12527,11.224,-15.616,1070.184
12528,9.76,-16.104,1066.28
12529,14.64,-18.056,1065.304
12530,11.224,-20.008,1072.136
12531,13.664,-16.592,1066.768
12532,9.272,-17.08,1064.816
12533,17.08,-20.984,1063.352
12534,10.736,-16.104,1063.84
12535,15.128,-16.104,1064.328
12536,11.712,-16.592,1065.792
12537,13.176,-18.544,1061.888
12538,10.736,-16.592,1058.472
12539,13.176,-15.128,1059.448
12540,15.616,-16.592,1065.304
12541,15.128,-16.592,1067.744
12542,17.08,-18.544,1066.28
12543,12.688,-20.496,1065.792
12544,13.664,-16.592,1064.328
12545,12.688,-15.616,1064.328
12546,11.712,-19.52,1063.84
12547,15.616,-14.64,1059.936
12548,13.664,-17.08,1063.352
12549,15.128,-17.568,1067.744
12550,15.616,-13.176,1063.84
12551,13.176,-15.128,1060.912
12552,9.76,-13.176,1063.84
12553,17.568,-14.152,1066.28
12554,13.176,-20.496,1060.424
12555,16.104,-17.08,1058.96
12556,14.152,-15.616,1059.936
12557,16.592,-13.664,1055.056
12558,11.712,-16.592,1060.912
12559,10.248,-15.128,1062.376
12560,11.224,-16.104,1057.984
12561,14.152,-13.664,1059.936
12562,9.76,-16.104,1060.424
12563,16.592,-14.152,1063.84
12564,14.64,-14.152,1066.28
12565,10.736,-19.52,1063.84
12566,9.76,-14.64,1065.304
12567,10.736,-13.176,1061.888
12568,9.76,-14.152,1062.864
12569,12.2,-15.128,1060.912
12570,12.2,-17.08,1063.352
12571,11.712,-17.568,1064.328
12572,12.688,-15.128,1064.328
12573,10.248,-16.592,1056.032
12574,11.224,-15.616,1054.08
12575,10.736,-16.592,1061.888
12576,11.224,-18.544,1058.96
12577,15.128,-17.08,1058.472
12578,14.152,-15.616,1055.544
12579,12.2,-16.104,1063.84
12580,11.224,-18.544,1065.792
12581,12.688,-16.592,1065.304
12582,11.224,-17.08,1060.912
12583,17.08,-18.056,1067.256
12584,14.64,-14.64,1066.28
12585,10.736,-14.152,1066.768
12586,11.224,-14.64,1072.136
12587,13.664,-14.64,1061.888
12588,12.688,-16.104,1061.4
12589,10.736,-12.688,1066.28
12590,11.712,-12.2,1064.816
12591,14.152,-17.568,1063.352
12592,14.64,-16.592,1063.84
12593,12.688,-15.128,1060.912
12594,14.152,-13.176,1063.84
12595,14.152,-13.176,1061.4
12596,11.224,-11.712,1060.424
12597,13.176,-14.64,1061.4
12598,14.152,-13.664,1057.984
12599,11.224,-15.616,1063.352
12600,6.832,-17.568,1067.744
12601,13.664,-17.08,1068.72
12602,13.176,-16.592,1066.768
12603,12.2,-16.104,1072.136
12604,8.296,-17.568,1070.184
12605,8.296,-15.128,1067.744
12606,9.272,-14.64,1064.328
12607,9.76,-15.128,1063.84
12608,12.2,-12.688,1061.888
12609,14.152,-18.544,1062.864
12610,12.688,-15.128,1056.032
12611,10.736,-15.616,1057.496
12612,11.224,-17.568,1056.52
12613,10.248,-20.008,1060.424
12614,16.104,-16.104,1060.424
12615,14.152,-19.032,1067.256
12616,17.568,-19.032,1063.84
12617,13.664,-19.52,1059.448
12618,16.592,-18.056,1058.96
12619,15.616,-18.544,1060.912
12620,19.032,-17.568,1068.72
12621,18.544,-14.64,1068.72
12622,14.64,-17.568,1063.352
12623,14.152,-20.008,1065.304
12624,13.664,-18.056,1066.28
12625,15.128,-20.496,1064.328
12626,12.688,-17.568,1060.424
12627,16.592,-16.104,1065.304
12628,18.544,-18.056,1068.232
12629,15.616,-15.128,1062.376
12630,15.616,-17.08,1061.4
12631,17.08,-17.08,1060.424
12632,11.712,-14.152,1060.912
12633,14.152,-19.52,1064.328
12634,9.76,-16.104,1065.304
12635,14.152,-15.616,1065.792
12636,14.152,-14.64,1059.936
12637,8.296,-13.664,1061.888
12638,10.736,-14.64,1060.424
12639,9.272,-16.104,1057.984
12640,9.76,-16.592,1062.376
12641,12.688,-15.616,1065.304
12642,16.104,-15.128,1062.864
12643,8.784,-20.984,1061.4
12644,9.76,-17.08,1057.984
12645,15.616,-17.568,1066.768
12646,13.176,-16.592,1067.256
12647,10.248,-14.64,1062.376
12648,10.736,-14.64,1059.936
12649,9.272,-17.568,1057.008
12650,9.272,-18.056,1055.544
12651,5.856,-15.616,1060.424
12652,9.76,-17.08,1064.328
12653,15.616,-20.008,1065.792
12654,13.176,-15.616,1064.328
12655,11.712,-19.032,1060.424
12656,12.2,-20.008,1057.984
12657,12.688,-18.544,1060.912
12658,17.08,-14.64,1058.472
12659,16.104,-17.08,1066.768
12660,16.592,-17.568,1067.744
12661,16.592,-18.056,1061.888
12662,12.2,-14.152,1059.936
12663,15.616,-16.592,1064.328
12664,15.616,-18.056,1064.328
12665,14.152,-19.032,1062.376
12666,14.64,-19.52,1062.376
12667,13.664,-14.64,1066.28
12668,12.688,-16.592,1064.816
12669,14.152,-17.08,1063.84
12670,15.128,-14.152,1060.912
12671,13.664,-16.104,1067.744
12672,13.664,-18.056,1071.648
12673,12.688,-16.104,1069.696
12674,12.688,-16.104,1065.792
12675,7.32,-17.568,1065.304
12676,9.272,-16.592,1065.304
12677,11.224,-19.032,1064.816
12678,9.272,-19.032,1066.768
12679,12.688,-18.056,1066.768
12680,13.176,-15.616,1069.696
12681,14.64,-16.592,1067.256
12682,9.76,-19.52,1063.84
12683,9.272,-19.032,1065.304
12684,11.224,-20.496,1066.768
12685,8.784,-20.008,1066.768
12686,8.784,-18.056,1063.84
12687,7.808,-23.912,1060.424
12688,7.808,-19.52,1065.304
12689,9.76,-20.496,1066.28
12690,14.152,-17.08,1070.672
12691,13.664,-14.64,1064.328
12692,10.736,-11.224,1060.424
12693,10.248,-13.176,1066.28
12694,10.736,-15.128,1064.328
12695,14.64,-16.592,1064.328
12696,12.688,-17.568,1059.936
12697,13.176,-15.616,1062.376
12698,17.08,-9.272,1057.984
12699,15.616,-12.688,1052.616
12700,13.664,-14.152,1053.104
12701,19.032,-15.616,1055.544
12702,19.52,-10.248,1057.496
12703,20.008,-12.688,1061.888
12704,18.544,-13.176,1064.816
12705,20.496,-15.616,1061.888
12706,10.248,-16.104,1058.96
12707,11.712,-17.08,1058.96
12708,9.76,-16.592,1058.96
12709,18.056,-13.176,1057.008
12710,16.592,-18.544,1057.496
12711,13.176,-16.592,1063.84
12712,14.152,-13.664,1061.888
12713,14.64,-16.592,1062.864
12714,14.64,-17.08,1059.936
12715,10.248,-16.592,1060.912
12716,13.664,-14.64,1057.984
12717,11.224,-15.128,1060.424
12718,12.688,-14.152,1061.888
12719,10.736,-14.64,1060.912
12720,10.736,-14.64,1065.792
12721,9.272,-15.616,1062.864
12722,6.832,-14.64,1063.352
12723,5.368,-16.592,1068.72
12724,11.224,-11.712,1069.696
12725,6.344,-16.592,1071.16
12726,9.272,-18.056,1067.744
12727,3.904,-17.08,1070.672
12728,7.32,-19.032,1066.768
12729,9.76,-16.104,1070.672
12730,9.272,-17.568,1069.208
12731,10.248,-17.08,1066.28
12732,11.224,-18.544,1067.256
12733,6.832,-15.616,1068.232
12734,8.784,-16.104,1063.84
12735,14.64,-16.592,1063.352
12736,18.544,-18.544,1063.352
12737,10.248,-18.056,1063.352
12738,14.64,-17.08,1056.032
12739,15.128,-16.592,1056.52
12740,14.64,-19.52,1058.472
12741,15.616,-14.64,1061.4
12742,19.52,-12.688,1058.96
12743,14.152,-14.64,1055.056
12744,19.52,-21.472,1059.936
12745,22.448,-20.008,1056.52
12746,19.52,-19.52,1063.84
12747,19.032,-18.544,1065.304
12748,18.056,-15.128,1064.816
12749,18.544,-17.08,1059.448
12750,19.032,-15.616,1059.448
12751,17.568,-16.104,1059.448
12752,15.616,-12.2,1056.032
12753,16.592,-12.688,1057.496
12754,16.592,-13.664,1061.4
12755,16.592,-13.176,1063.84
12756,20.984,-12.2,1066.768
12757,15.616,-13.664,1061.4
12758,13.176,-13.176,1058.472
12759,12.688,-13.176,1059.448
12760,15.128,-14.152,1061.4
12761,15.128,-14.152,1063.352
12762,13.176,-13.176,1067.744
12763,13.176,-11.712,1064.816
12764,14.152,-14.64,1061.888
12765,11.224,-15.616,1059.936
12766,10.736,-17.08,1064.816
12767,10.248,-17.08,1064.328
12768,8.296,-14.152,1064.328
12769,9.76,-12.688,1063.84
12770,8.784,-17.08,1062.376
12771,11.224,-20.008,1065.304
12772,12.2,-18.056,1068.232
12773,8.784,-17.08,1065.792
12774,9.272,-17.08,1067.744
12775,11.224,-14.152,1066.28
12776,8.784,-19.52,1064.816
12777,11.712,-19.032,1067.744
12778,7.32,-17.08,1070.672
12779,13.664,-14.64,1074.088
12780,14.152,-17.568,1070.672
12781,10.248,-19.52,1065.304
12782,10.736,-15.128,1066.768
12783,11.224,-16.104,1066.28
12784,12.688,-18.056,1066.28
12785,14.152,-13.176,1065.304
12786,15.616,-15.616,1064.816
12787,19.032,-14.64,1066.768
12788,16.104,-15.616,1063.84
12789,15.616,-17.08,1061.4
12790,17.568,-16.104,1062.864
12791,15.128,-18.544,1061.888
12792,16.104,-13.176,1059.936
12793,18.544,-11.224,1061.4
12794,13.664,-16.104,1059.448
12795,17.568,-10.736,1055.544
12796,15.128,-14.64,1056.032
12797,14.152,-13.664,1063.352
12798,14.64,-15.616,1063.84
12799,15.128,-14.64,1065.792
12800,15.128,-15.616,1064.816
12801,19.52,-17.568,1057.496
12802,16.104,-17.08,1058.96
12803,11.712,-20.008,1054.568
12804,13.664,-15.616,1057.008
12805,14.64,-13.176,1055.544
12806,11.224,-16.592,1059.448
12807,14.64,-12.688,1058.96
12808,12.688,-15.128,1064.816
12809,12.688,-17.08,1059.936
12810,10.736,-18.056,1057.496
12811,6.832,-15.128,1060.424
12812,11.224,-15.616,1061.888
12813,12.688,-14.64,1060.912
12814,9.76,-15.616,1059.936
12815,14.64,-12.2,1070.672
12816,13.176,-14.152,1075.552
12817,13.176,-15.128,1068.232
12818,13.664,-15.616,1069.208
12819,13.176,-16.104,1070.672
12820,13.176,-15.616,1069.208
12821,12.688,-16.104,1070.672
12822,15.128,-17.568,1075.064
12823,12.688,-13.176,1069.208
12824,15.128,-15.616,1062.376
12825,15.128,-17.568,1059.448
12826,13.176,-17.08,1059.936
12827,12.688,-18.056,1061.888
12828,17.568,-18.544,1062.864
12829,13.664,-20.008,1069.208
12830,14.64,-18.544,1069.696
12831,14.64,-22.448,1066.768
12832,16.592,-15.616,1064.328
12833,14.152,-13.176,1069.208
12834,16.592,-15.128,1066.28
12835,9.272,-13.664,1068.72
12836,10.736,-15.128,1068.72
12837,16.104,-13.664,1066.28
12838,16.592,-16.104,1065.792
12839,13.176,-18.056,1060.912
12840,10.736,-18.544,1066.768
12841,12.688,-17.08,1062.864
12842,11.224,-17.08,1060.912
12843,10.248,-13.176,1061.888
12844,12.2,-15.616,1061.4
12845,9.76,-15.616,1060.424
12846,5.368,-14.64,1061.888
12847,9.76,-18.056,1064.328
12848,11.712,-17.08,1066.28
12849,8.784,-16.592,1063.352
12850,7.808,-14.64,1058.96
12851,6.344,-13.664,1058.472
12852,6.344,-17.08,1063.84
12853,10.248,-16.104,1066.28
12854,11.224,-14.152,1061.4
12855,11.712,-18.544,1061.888
12856,10.248,-18.056,1063.84
12857,12.2,-18.056,1065.792
12858,9.272,-17.08,1061.888
12859,15.128,-19.52,1057.984
12860,15.128,-17.568,1064.816
12861,15.128,-16.592,1066.768
12862,13.176,-19.032,1065.792
12863,10.736,-19.032,1064.328
12864,11.712,-17.568,1062.376
12865,12.2,-15.128,1077.992
12866,16.104,-18.056,1076.04
12867,14.64,-19.032,1066.768
12868,14.64,-19.032,1060.424
12869,15.616,-13.664,1065.792
12870,14.152,-16.592,1071.16
12871,15.128,-20.008,1068.72
12872,15.616,-11.712,1069.696
12873,11.712,-15.128,1071.16
12874,17.08,-20.984,1067.744
12875,15.616,-16.592,1062.864
12876,13.176,-18.056,1057.984
12877,17.08,-15.616,1058.472
12878,18.056,-15.128,1066.28
12879,15.128,-16.104,1070.184
12880,11.712,-17.08,1059.936
12881,14.64,-15.616,1057.984
12882,16.104,-17.568,1061.4
12883,13.176,-18.544,1068.72
12884,10.736,-17.568,1066.768
12885,13.664,-16.104,1068.232
12886,11.224,-16.104,1068.232
12887,14.64,-19.032,1066.28
12888,10.736,-16.592,1061.4
12889,10.248,-17.08,1062.864
12890,10.248,-15.616,1059.936
12891,11.224,-17.568,1060.912
12892,10.736,-18.056,1061.4
12893,10.248,-17.568,1057.496
12894,9.76,-20.496,1057.984
12895,9.76,-18.056,1060.424
12896,12.688,-17.08,1061.888
12897,12.2,-21.472,1066.28
12898,9.272,-20.496,1067.744
12899,10.736,-21.472,1066.28
12900,12.688,-15.616,1067.744
12901,14.64,-18.544,1066.768
12902,13.664,-18.544,1060.424
12903,11.712,-19.52,1059.936
12904,13.176,-15.128,1067.744
12905,10.736,-18.056,1065.304
12906,12.688,-16.104,1065.792
12907,15.128,-18.056,1064.816
12908,16.104,-17.568,1062.376
12909,8.784,-16.592,1064.328
12910,11.224,-18.544,1061.888
12911,12.2,-18.544,1058.96
12912,18.544,-17.08,1065.304
12913,12.688,-20.496,1071.16
12914,10.736,-18.544,1069.696
12915,12.2,-24.4,1068.72
12916,11.224,-20.984,1069.696
12917,13.176,-15.616,1073.6
12918,8.296,-18.056,1073.112
12919,11.224,-14.64,1069.208
12920,13.664,-13.176,1069.696
12921,13.176,-17.08,1069.208
12922,16.592,-16.592,1068.72
12923,8.784,-18.544,1062.864
12924,12.688,-19.52,1063.84
12925,14.64,-18.544,1057.008
12926,9.76,-18.544,1060.424
12927,16.104,-18.056,1066.768
12928,13.176,-17.08,1063.84
